	ID	tweet	label
2861	pcm_train_02862	then man and woman fuuk for bible na the woman dem wan stone then drag am go city center go meet jesus now e be like man priick dey raise untop e secretary wey no know anything na the woman dem still sack religious men wont keep making women the victim e be things‍️	negative
2377	pcm_train_02378	yeah na tools i use for work and the money if dem comot am next year e go pay me o	negative
2702	pcm_train_02703	i did not say anything first i just tasted it first and ate to a certain level then i went further to ask ehe bros how much be this fish again sef baba said oh bros na change na just i lost appetite immediately	negative
1776	pcm_train_01777	online i want to make mama proud offline am leaving this house na only me una dey send message up and down	negative
102	pcm_train_00103	terrorists re perpetrating evils in broad day light dey walk freely wit it dey wax stronger evryday coz dey av access social amenities and evn amunitionsand we d law abiding and sane citizens re d preys yet our govts stil stand against us are we cursed	negative
4881	pcm_train_04882	please na high e wan high e no kill person	positive
4429	pcm_train_04430	thanks sugar but why you wan knock my job na please im single oh	positive
3652	pcm_train_03653	baba when this credit alert blessing go reach me na abeg people wey don get borrow us una prayer manual biko i need am	positive
1306	pcm_train_01307	e dey do me like say make i konk your head	negative
5087	pcm_train_05088	make i send u gps to k house na there e de happen	positive
984	pcm_train_00985	you dey craze you sha understand just choose one of those una embarrassing moments tell us how e be	negative
2345	pcm_train_02346	champions league never start and leicester don dey lose guard alreadylife fit taya them dis year	negative
3766	pcm_train_03767	i wan use am take ponder on wetin dem teach for church today b	positive
2520	pcm_train_02521	nigeria we hail thee pls i know do again abeg link me with any foreigner wey wan buy citizenship	negative
4037	pcm_train_04038	a spec and half sef	positive
4528	pcm_train_04529	if u are in a relationship with last born love dem cherish dem n advice dem because dos people no get sense	positive
590	pcm_train_00591	una get mind for this app o so even as i carry trumpet announce say today na my birthday nobody fit just wish me happy birthday its alright keeping my comments and compliments to myself from here on out ‍	negative
2035	pcm_train_02036	please oh i wan ask this question can ugandans even read atol because all this scattering una dey scatter them isso unbearable‍️ asin eh they arent even saying anything abin them blind as well because there dumpness is certain already chai	negative
4266	pcm_train_04267	i think im over it sefthanks dear	positive
77	pcm_train_00078	wetin be this wan naa hahaha sylvyyy this wan off me	negative
1258	pcm_train_01259	e no go better for lampard	negative
2358	pcm_train_02359	the lady recording this video lacks respect whats i love this boy you see man wey be captain wey defend una you dey call am boy	negative
1932	pcm_train_01933	e be like say you don drink something were dey make you see things	negative
4398	pcm_train_04399	no be person wey first call police dey win case cross de boss spill out dear im loving the conversation with queen cross	positive
4902	pcm_train_04903	na okocha teach ronaldinho how to dribble go watch the best of okocha you go see him ball ronaldinho just dey copy am but na true sha	positive
4466	pcm_train_04467	thank you ️️️️️ this review e don tey i don dey wait for am ️️️️	positive
5005	pcm_train_05006	e be like say na from tope the k gist emanate from people never kana say na em be the originator he for don chop drags since morning cc	positive
1168	pcm_train_01169	fine boy no dey vex right madam abeg decide already and stop stressing somebodys son	negative
2078	pcm_train_02079	lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen	negative
2444	pcm_train_02445	guy e no work	negative
2823	pcm_train_02824	ah abeg abeg abeg i no like to dey deceive myself my own work na to stan	negative
3602	pcm_train_03603	no be wetin sha na person na my mama n im happy n proud	positive
4796	pcm_train_04797	na baba dey smoke na babe dey high which one be swat again	positive
3057	pcm_train_03058	no dey ask me whether my day was productive again abeg i no dey do anything	negative
4165	pcm_train_04166	i won dey see money from where una dey see money	positive
1653	pcm_train_01654	na wetin make am dey prison so	negative
1665	pcm_train_01666	relationship too hard abeg man go dey vex say you no call am woman go still dey vex say you no call am abeg i want to be hoeing around quitting dating both gender for now till i mature enough to communicate better	negative
4657	pcm_train_04658	abeg naa blow me na you god wan use please naa	positive
2550	pcm_train_02551	person wey i fine pass dey tell me you are kinda cute me kinda isinku e oni sorire oloriburuku somebody	negative
3798	pcm_train_03799	haha no dey loud am now i don dey sabi small small	positive
1599	pcm_train_01600	how i go sleep this night like this wetin i find come twitter weldone o‍‍‍	negative
4518	pcm_train_04519	na twerk we sef dey twerk oo no be like say we no go like shake body when you tanana us	positive
1701	pcm_train_01702	baba you dey vex oo but truly wetin she bi want make we help her do beat the boyfriend	negative
3689	pcm_train_03690	this ghana weaving fit me die	positive
1591	pcm_train_01592	people wey drop billions of naira in cash and other nonmonetary resources to support ahab back in are somewhere chilling and plotting na we wey be say na only tweets we tweet de here de chop curse this life nor balance at all	negative
1207	pcm_train_01208	since my dads younger brother came it has been wks now i don do pap pass my whole yrs on this earth ‍️ na only pap him dey like take	negative
2365	pcm_train_02366	masquerade wey say e won dance before say e no de dance again rest jhur	negative
3130	pcm_train_03131	dont mind them as basic as vitamins they dont cover even zinc sef once youre above years no level for you	negative
92	pcm_train_00093	if you love rap song go and listen to ft eriggaraw dey burst my head abeg every verse is raw even the fly gangsta album na raw unrefined	negative
2804	pcm_train_02805	person dey untop your case already and you don dey give am attention warming up to him already but you still dey entertain other niggas	negative
3706	pcm_train_03707	im already doing house help work here for free e no go be problem as e don master my body	positive
1721	pcm_train_01722	if someone had helped me loud this to my dad in e no for be all this one wey dey sup oh	negative
2772	pcm_train_02773	she na like this we go dey dey so many heart shattering news hitting us on daily basis in niger state my heart is broken rn ya allah come through for us	negative
613	pcm_train_00614	that title is too heavy na imagine if she was our daughter one guy will just be having a swell time without dropping yam noo oo i cant take this lia lia she no even hide am na hin dey pain me i will report her to her brothers this is korupshun	negative
332	pcm_train_00333	na like league dem go dey na we dont hate them like that na just one more year make dem fight relegation small	negative
60	pcm_train_00061	i just no wan curse people doing this face and account thing why you dey give pesin hbp like this	negative
3022	pcm_train_03023	rain pls is enough i dont wash my blanket for threedays now e no fi dry am tired of taking it in and out like a patient	negative
2375	pcm_train_02376	allah ya isa auto refresh i just saw something and was about viewing profile now i no fit see am again	negative
2477	pcm_train_02478	when gist don dey sweet na him these people go change am to commercial ‍️‍️‍️	negative
78	pcm_train_00079	every single time wey man united get chance to climb up the table and boost top four hopes dem go mess up na wetin happen last season when we think say ole go make top four e blow am e don start again	negative
2781	pcm_train_02782	lmaoo yesterday one bike man was like shey tori corona yii no e ti e le	negative
2168	pcm_train_02169	why these players no ready to score bayiii make all the chances wey dem no use no con koba us bayioo	negative
2144	pcm_train_02145	wetin dey happen for betis that scoreline changed quickly chai would love to see jovicbenzema combo who say make i fleet o	negative
2912	pcm_train_02913	god im done imagining how money would fit me just bless me with this moneyi already know it would fit me o god	negative
963	pcm_train_00964	your own better i swear atleast na still season film dey inside i bought vikings season at ikeja just because i was in a haste i got home to know what i actually bought was zootopia na cartoon i buy	negative
793	pcm_train_00794	what a sense of humor this guy will think he has entered the spotlight with this nonsense he did enemy of progress cos e no better for so make e no better for others too shuuuo who mtn or any service provider help all the deductions dem dey do we too no fit chop	negative
1498	pcm_train_01499	me wey buy self i dey regret why i waste take buy am e be like na chips wey spoil them use	negative
4405	pcm_train_04406	amin make i go baff wia cloth na me be bread winner chai	positive
2122	pcm_train_02123	even fut boy wey babes dey use form no dey beg reach like this	negative
4928	pcm_train_04929	me wey don dey the hangout already ti won ba so mi mole lojo yen ma ja	positive
1105	pcm_train_01106	you are a spurs fan na cotton wool dey una head	negative
2593	pcm_train_02594	praise go dey wank if e see small skin for movies i fit bet am	negative
930	pcm_train_00931	fam you collect slap from peruzzi wey still dey upcoming e just dey like for keke to jam you instead of benz	negative
3089	pcm_train_03090	is that person your relative oga ooo na like this una dey do	negative
4682	pcm_train_04683	youre a chief na see the kind picture wey dey your dp	positive
3540	pcm_train_03541	ndidi na rugedy babai like him always a nuisance to the opposition i wish kelechi can get a goal in this game e don try	positive
2656	pcm_train_02657	my tl is so boring tiktok wey dey help person cure boredom sef no gree open since yesterday iru ki wa leleyi oluwa	negative
3566	pcm_train_03567	miracle always brings his a game everytime dude is always making efforts and doing us proud why wont i vote for him in fact i registered a lot of peoples numbers just to vote for him me sef im bringing my a game to vote for him im a big fan biko starboy	positive
3479	pcm_train_03480	i had in jamb and or in post jamb walai god will punish unilorin they denied me admission i had to collect kamu and go to poly poly wey everything na gragra years and your result is shit dem go dey price you k thank god for tech	positive
434	pcm_train_00435	this woman here dey cough like she wan cough out her lungs abegi oh me i don go inside	negative
2521	pcm_train_02522	shey e no better make i dey my papa house like this they cannot lock me in that prison yard for months oo i fit crase	negative
4505	pcm_train_04506	im enjoying these heartbreak stories mehn e dey sweet like dodo ikire	positive
688	pcm_train_00689	god yunno go understand like the k dem collect na smth wey i just load ohh and na new sim i fit even borrow so u see e just happened like that like u still dey shocked	negative
2240	pcm_train_02241	nigerians can look for trouble sha una done go another country show to start una yeye comparison drama allow them enjoy their show abg where una bbn start na wa	neutral
3009	pcm_train_03010	english she isnt backbone yet she is on her way street use ya head nor be everything dem dey explain e get why porn nor dey get subtitle	negative
1216	pcm_train_01217	wow wahala don reach kada be that na	negative
3709	pcm_train_03710	naso na i no like make person no dey gree you i just dey wynn you actually you good really good i enjoy playing with you cause d matches dey always dey intense	positive
243	pcm_train_00244	people out here already getting second dose of vaccines and im still here hunting down first dose dem say dem no gems dey give again please epp anybody knows anywhere in lagos i can get the first dose of covid vaccine please kindly refer	negative
4872	pcm_train_04873	i don see lot of men but na only you you smile the brightest as e dey goi go dey love you my baybe	positive
1674	pcm_train_01675	na your papa get when you dey select people when you wan see for	negative
567	pcm_train_00568	my brother sells and supply dried fish you can place your orders delivery within and outside niger it comes in different sizes large medium small super small r e t w e e t our hustle please	negative
1651	pcm_train_01652	na one unfortunate person e go b na wetin u expect	negative
4783	pcm_train_04784	its not been long you left us you fit still come back	positive
3587	pcm_train_03588	fine boy wey kon sabi sing again wetin you need again	positive
1343	pcm_train_01344	imagine you wey no get car but you dey do giveaway you go come see person wey win giveaway from you wey dey do the face vs the car oh the betrayal	negative
3282	pcm_train_03283	na to appease the gods to break the curse but even the gods sef dem don tire for nigeria matter so tay our early morning kainkain to the ground nor dey make sense to dem again	neutral
948	pcm_train_00949	lmao shebi na una wan dey carry mata for head enjoy	negative
3848	pcm_train_03849	made me laugh today untop feminist fight wey dem wan fight cool station	positive
4322	pcm_train_04323	its not been long you left us you fit still come back	positive
179	pcm_train_00180	i went through my phone this morningi found this video omosolaa e bi like say you don dey do am no bi today i missed all house matemore blessing	negative
1891	pcm_train_01892	na wa o see how dem hug as if say na fight	negative
4515	pcm_train_04516	rich men are funny men meeting for am casually moved to am and now pm its so funny that im contemplating on waiting here till pm because this house be like say na abroad i dey the ac is not even normal ac	positive
2115	pcm_train_02116	na only mumu dey ask fish if e don baff	negative
4751	pcm_train_04752	regrann from tundeednut ladies and gentlemen we cannot get enough of this hottest slang na dem dey rush us and we no get choice but to rush una too to order your finely made t	positive
4348	pcm_train_04349	a client gave me k to make a birthday cake for her daughter with icing sugar i told her ma this money wont be enough to do what you want my mum was like do it for her na na we we in my mind shey baby we we i dey use fo market i dont like doing business with my mums crew	positive
502	pcm_train_00503	finally dr pam pam don vex for me but am just joking ni on more serious group wealth is good so i dey envy you bro i don change my group of friends to lekki and banana island group no room for ikorodu friends again	negative
1437	pcm_train_01438	una dey try with this una increment to scare people	negative
2073	pcm_train_02074	so sun fit comot after the flogging rain did me this afternoon	negative
3885	pcm_train_03886	lol you dont have to wait till den o im here for u just come and propose and im urs for life	positive
304	pcm_train_00305	lmfaooooooooooooo na why church dey tire me rich person testimony dey different always different from broke person own	negative
3738	pcm_train_03739	help me tell my family members im normal oh abeg no be mad i mad na blog content i dey create now that youre here please take a trip round my blog	positive
4498	pcm_train_04499	so na twitter for iphone i dey see under your tweets abi u wey dey criticize apple wetin change your mind bruh so las las you owned one congrats on board	positive
513	pcm_train_00514	uncle calm downno be when we see if e reach us we do the needful thé embelembe way na meanwhile cheated on me yesterday e dey pain me	negative
3246	pcm_train_03247	i dey tell you na mumu girl dey shout i be ph girltf	negative
4421	pcm_train_04422	loooli don place the order today my account no dey funded like yours fam we dey gather am small small	positive
904	pcm_train_00905	i hope youre not talking about shema lmaoooo because that shema sef dey wonder how your money dey color	negative
1421	pcm_train_01422	na d same people make say buhari don scatter our country na same we dey flex data dis night oh nothing clear again oh	negative
529	pcm_train_00530	me when you tell me that im handsome stop whining me na tell me im pretty ill know you mean it	negative
1353	pcm_train_01354	e dey pain me i been get people wey wan knack me but i dey form good boyfriend	negative
4310	pcm_train_04311	i jus dey feel dis and biko meanwhile if you bring your own oh or you want make we help you go anyone we dey our sweet~belle go be to make sure say	positive
2554	pcm_train_02555	brain why you de do me so	negative
3788	pcm_train_03789	sure sir me i want to even bet with a man u directly ni like oneone sir make e no be like say na mouth dem dey make	positive
2811	pcm_train_02812	first time i knew i wont fall as onitsha boy wey i be buh e shock me when e come be like say we dey enter potholes for air ‍️	negative
2819	pcm_train_02820	cuppy abeg neck dey pain us neck dey pain us make we see chance breathe	negative
2440	pcm_train_02441	i still cant believe you have you tried those ones that grew on foreign lands our own doesnt have sugar not so juicy sef	negative
690	pcm_train_00691	do we look like terrorists mugu wey dey yarn dust when he don see microphone	negative
2450	pcm_train_02451	very stubborn af and you cant even beat them sef mummy will come to their rescue	negative
1374	pcm_train_01375	na person wey no gree go prayer walk go do strong house chores today shebi i for just go	negative
883	pcm_train_00884	pls oo all those ladies dat usually chat up ppls boyfrnd to ask dem wen are we gng to see or wont u cm andsee me pls aunty sorry o but wat exactly are u guys seeing for una wan do praise and worship if any bitch tries dis with me i swear sumone is going to die	negative
4092	pcm_train_04093	~ wetin be love if you no dey oh my baby iwo lo fun mi layo no one complete me more if i no get you its like a heart without a beat wetin be love if you no show like water wey no dey flow never knew say one day you go be my own forever	positive
5108	pcm_train_05109	fine boy like stayboy dem no they rush nike na nike dey rush am	positive
228	pcm_train_00229	i don go do blood test dem say na typhoid won kill me	negative
3985	pcm_train_03986	guy like us no dey look for love na love dey rush the polytechnic ibadan	positive
2212	pcm_train_02213	abeg obo you don pass this thing wa you won do if na burna dey ask this question i for understand	negative
4804	pcm_train_04805	if he no chop like that how e go sabi play that football wey e dey playenergy	positive
3124	pcm_train_03125	i don tell u say na wetyn una go play since morning this is d end chelsea scorednot from a mistakenext game p	negative
3088	pcm_train_03089	god ‍️ two bowls of ofe akwu plus goat meat wey dey inside i gave the boy living with me to warm so artisans wey work for my house go use chop cups of rice wey we prepare the boy burn everything to ashes ‍️	negative
3779	pcm_train_03780	una dey here am the ground solid die contact he dey sell anything	positive
4028	pcm_train_04029	which bar we don dey drink chop catfish for this side since lockdown n curfew started sef	positive
2281	pcm_train_02282	as in chemistry hard me sote i even fail am for jamb as an engineering student i still fail am for universitychm and chm as carryover i pass am with e as science student chemistry na my nightmare you see maths and physics e belike weed and beans	negative
1810	pcm_train_01811	we dey fight for a better nigeriadis werey dey here dey do him own evil work e sir we re coming for u soon	negative
3917	pcm_train_03918	oga sammy i need the jersey ooo i be ur fan n i so much like ur show when u dey on air i will tell my husband dat you are to much on sport matter n u dey make we way go school to understand everything abt sports u guys are to much on sports matters	positive
2248	pcm_train_02249	oya sister rest na or you just like to cry kpele ooo continue im bringing bucket im saying it again chike did not win becos hes igbo you can die now	negative
1295	pcm_train_01296	the money i scammed him sef is still remaining to buy another phone if i want my conscience is killing me arghhh	negative
2372	pcm_train_02373	come and date people like us una no gree shey e don happen now everybody go rest	negative
2264	pcm_train_02265	wetin amaze me mostly na this arsenal v bayern munich drawmake me dey ask na wetin arsenal do uefa	negative
79	pcm_train_00080	na we dey kill ourselves for this nigeria how tf will you use rope to hold your goddamm engine interstate car o where person wan see motor like this time to get a ride	negative
571	pcm_train_00572	see person wey dem dey drag for tl mek she free person boyfriend dey call me ashawo my own na for imagination e stop sha	negative
251	pcm_train_00252	stop eet na so una shout detty detty detty last year turn horror movie lets just enjoy this december in peace and look forward to a better recession dey already sef	negative
1214	pcm_train_01215	na wetin de hungry u	negative
3916	pcm_train_03917	na laycon dey enjoy for this party pass the privileges he has eeh the guy dey tap fire	positive
4340	pcm_train_04341	na we sabi wetin we dey see	positive
1572	pcm_train_01573	so this dude selling some stuff to reduce belly fat comes up to me and says if i buy i will be able to run to area or garki from jabi once i use d drug guy na craze person dey look forward to useless trekking o im sane we bless god	negative
2505	pcm_train_02506	i spend k on transport every month my work no dey heaven oo na lagos i dey work	negative
1132	pcm_train_01133	chai its christmas week but my side no be like say christmas dey at all oluwa wetin dey happen na	negative
3178	pcm_train_03179	de gea don start again o suppose don be now	negative
4286	pcm_train_04287	am a little gangster wit de best star u can test if u r wit tester visits	positive
2890	pcm_train_02891	asweh e pain me ehn like the struggle to kiss her sef na war had to stand on my toes	negative
3342	pcm_train_03343	na cheating honestly next time we are together as a family we go table the matter why you go talk say na strokes i go chop whereas every lie down lie flat you dey use the cain press me like iron	positive
2091	pcm_train_02092	mine was in jss the person wey help me use carton design greeting for christy na e by himself use him hand go show our class monitor mumu charles carry the card go show vice principal vice principal na deeper life pastor las las d news reached home before me i colet	negative
2182	pcm_train_02183	leav dem make dem just open mouth cos they sabi talk	negative
4432	pcm_train_04433	some basic things stay blowing my girls mind cos shes taking in all the love i really hope i dont kill her when i start my next level plans for cos shocked to death ‍️‍️ mio le shey ewon tori surprise o na surprise i surprise am i no wan kill am	positive
5048	pcm_train_05049	frankly i dey enjoy am cuss no dey pain me at all i be warri boy wey go military school cuss na compliment	positive
12	pcm_train_00013	if by tomorrow i cannot make transactions with my account ill be done with yall and thats on period i know the money wey dey there na small thing butmake e work well napeople cannot even help my lifewhats this one na	negative
371	pcm_train_00372	e con be like say i no wan serious with my life again	negative
4095	pcm_train_04096	ha ha aswear the family don blow finish	positive
4938	pcm_train_04939	chaiii this one don sweet me die loyl e fit be you o	positive
3924	pcm_train_03925	my girl is trending you people should leave my ceec oo allow her vent na‍️ trasha fans calling ceec bitter is the funniest shit have read today ceec dey learn where odouryewu dey na spartans	positive
974	pcm_train_00975	i don de look one babe like that sinceee but as i no get money she say i de creepy	negative
717	pcm_train_00718	abeg help me analyze because i have headache already how is it possible to order pizza from london you think say na waybill you dey do from enuguabuja abi	negative
4147	pcm_train_04148	atiku be like saraki dis place go hot ooyou know say buhari no dey dat means say na me go carry lasti no go fit oo saraki baba na true oomake we quick waka comot	positive
947	pcm_train_00948	me sef shock	negative
1843	pcm_train_01844	any man get e specs for e partner someone go like the one wey sabi french and english someone go like the one wey sabi hausa sef blackest one na e some pple like even bomb blanca na some man e choice but u see this smelly mop and stinky pple abeg no man like una una pass go wash	negative
75	pcm_train_00076	the alcohol ive consumed in recent time though the crazy thing is e don be like water for my body i no dey high	negative
300	pcm_train_00301	some people will see you drinking water and be like bros make me sef drink water na theyll see you eating bros make me sef chop too youll be breathing and they will ask you to buy oxygen for them to breathe too guy chill tf out na	negative
2643	pcm_train_02644	is this not that guy thats using wan accent like that at him don get naija accent now o and him don dy wear trads	negative
85	pcm_train_00086	na you wey go tell mayor congratulations hin call me to laugh about congratulations on what	negative
4937	pcm_train_04938	e go better	positive
3647	pcm_train_03648	i don shoot my shot na you be the reward na me win your heart oh i go claim all your love i go claim all your oh i will definitely sing this to the loml very soon	positive
408	pcm_train_00409	my stew burn on top say i won engage una post and still una go still dey air my posts experience nah good teacher	negative
415	pcm_train_00416	im trying to write my brain is singing i see i saw na like this i wan take graduate	negative
4610	pcm_train_04611	pls id start sharing my vlog and thought leadership stuff here soon abeg make una dey epp me retweet so my future children go fit chop thanks and god bless u	positive
4151	pcm_train_04152	rich men are funny men meeting for am casually moved to am and now pm its so funny that im contemplating on waiting here till pm because this house be like say na abroad i dey the ac is not even normal ac	positive
493	pcm_train_00494	like this like this ehh benin boyz no wan hear o dem say buhariust go oo any body wen see buharibmake e tell am ooo make e fit run for his life o	negative
119	pcm_train_00120	do i blame you no i sha dey road dey come kd all do na die plus make mouth again and see what ill do to you wicked somebody	negative
133	pcm_train_00134	the only thing wey pain me for that mi and vector diss na say e call am lanre like say na him born am	negative
1987	pcm_train_01988	na by close eyes fuckboys dem dey close eyesclose noseclose earopen trouser kiss person	negative
3004	pcm_train_03005	clean as you cook now i done cook finish and dem don chop add plate its like im running a restaurant in my fathers house	negative
2430	pcm_train_02431	u wey vex anyhow wetin u don commission the toilet was built by ngo a foreign one for that matterare u wiser than them	negative
2822	pcm_train_02823	cos say i sabi you before ni na make i cun dm you out of the blue na aired insha allah go end my story	negative
2374	pcm_train_02375	so una no dey go office for dat lagos shey na d same na we dey run like dis	negative
2908	pcm_train_02909	kids wey don sabi twerk like that theyre potential slay queens wetin dey pain me say i no sabi which state or school dem dey	negative
2485	pcm_train_02486	whoever is in charge of adigbes light e no go better for the person and hin whole family	negative
2852	pcm_train_02853	so a fine girl from this app messaged me we got talking i thought we were cool o my brothers and sisters na work i been wan chop it ended in gbas gbosguys how do you get girls on this app i need work book with examples pls	negative
4531	pcm_train_04532	yesterday fred bin marry today e score na wanbissaka do assist we no sabi the kind wedding night knack wey hin wife give am but make she continue the good work	positive
4284	pcm_train_04285	see ehn i no dey beg mek anybody follow me like or retweet my pictures but abeg mek una help my ministry retweet my hustle e take too much grace of god for me to bounce back bikonu retweet my pinned tweet please	positive
846	pcm_train_00847	loool them just call me say make i come collect palliative package oh dem dey gbajabiamila sey make dem give me for our area emi no ti jola leko ohhh i dont need it sha but feels good	negative
4612	pcm_train_04613	e dey oh na u ask me question naaa	positive
4198	pcm_train_04199	omo cos them don sign now them fit dey rest me i dey hustle	positive
4963	pcm_train_04964	that feelings when your favorite song is been played you cant help it but to vibeeeeewardeva still trending song were sweet no de fade like orlandis within nigeria	positive
2907	pcm_train_02908	the earpiece that i bought k on sunday don dey make one kind stupid funny sound today and emeka told the earpiece na original one na my god go judge emeka	negative
1190	pcm_train_01191	young man calm down na the funny thing is most of their customers are not even on twitter let alone seeing this april fool im very sure you sef no dey use itel	negative
4760	pcm_train_04761	alaye e don do stop explaining for them i don delete tweet dem go rest	positive
5099	pcm_train_05100	cow wey no get tail na god dey help am chase flies oluwa abeg my only flies now na cold abeg help me run am	positive
1121	pcm_train_01122	oh boi e done be for me ohguy person wey dey drive me crazy say fuel ️ done finish dem done drop me for auchi express way like dis	negative
998	pcm_train_00999	lol oga even if i want to wallahi i no fit na this kind i dey talk of	negative
2294	pcm_train_02295	after a funeral service americans what a great loss nigerians abeg pass me salt make i add for dis rice dem no cook am well	negative
1871	pcm_train_01872	una jos attitude no fit let una meuvve till yall learn to appreciate the truth learn to appreciate talent not connection and small money songs only get played on air or talked about online wen him show loyalty to yall wen last artist blow from jos	negative
154	pcm_train_00155	wtf why that guy dey go mark them like that them no dey vex make for ball oo damn that was dirty	negative
2650	pcm_train_02651	traditional marriage don reach now u carry us dey enter bush all those fine gates and buildings wey u stand de snap na who get am	negative
2728	pcm_train_02729	if na love portion de inside this fruit jibola babe bring omo na me go love up	negative
1715	pcm_train_01716	wetin psg dey do no dey moral again na	negative
2836	pcm_train_02837	my mates dey enjoy for house me i dey here dey work bye bye to independent lady i no do again	negative
2463	pcm_train_02464	werey come here na cos na okoto u dey talk since	negative
