	ID	tweet	label
2250	ma_train_02251	keri rah tle3 lia f keri dakchi elach kandkhel krora khrin hhhhhhhhhhhhhhhhhhh	negative
59	ma_train_00060	المغرب فقمة مع الناتو لتسليح الجيش الأوكراني..الناطق الرسمي باسم الحكومة لـ”كود”: حل الصراع خصو يكون بالطرق السلمية والدبلوماسية وموقف المملكة مع الوحدة الترابية للدول,	neutral
1621	ma_train_01622	ماتمشيش تشوف أبناء الشعب اللي دماياتهوم فالزنقة سايلة، أولا زرواطتك هاديك اللي ضرباتهم، نسيت.'	negative
3800	ma_train_03801	اللهم زد وبارك '	positive
4498	ma_train_04499	hhhhhhh wallah makdbti mais kaikon wa9t la plage kikoun zwin bzf	positive
94	ma_train_00095	3andi 4ir sawlt 9aloli momkin nsawt bnfs l2imayl fga3 lfi2at sa3a mara kayt9bl mara la glt ila 3andk chi 7al	neutral
2206	ma_train_02207	fo9ach momkin video plzzzzz	neutral
1708	ma_train_01709	ديمة بنكيران ولاية ثانية إن شاء الله	positive
352	ma_train_00353	الصحراء مغربية نجول فيها شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية ولا شرقية ولا ميركانية '	positive
3452	ma_train_03453	خاص. البرلماني الفايق طاح فحبس “بوركايز” بعدما طلع ليه السكر,	neutral
1876	ma_train_01877	دارها الجفاف.. تقرير رسمي: القيمة المضافة الفلاحية نزلات بـ12,1 فالمية وزراعة الخضر الشتوية كلات العصا بعدما نقص معدل ملء السدود وتربية الماشية حتى هي تضررات,	neutral
1205	ma_train_01206	المشكل في المغاربة الخانزين لي ممربيينش'	negative
1752	ma_train_01753	ahh hata ana 3atito odb jat wahda khra yalahh lila hadii	negative
5265	ma_train_05266	"الله يعطينا مع ديلمكم الزلزال. اللي يموت يموت اللي يعيش يعيش أو حتا وتيقة ما تبقا، المهم كلشي يرجع لنقطة الصفر.""""""""""""""""'"	negative
2300	ma_train_02301	lbnat 3awnoni ntalbo man rachid show ijibha rah daba safi ghathdar lsahra f 2m	neutral
4751	ma_train_04752	matnsawch ra katkhtalf visa li ghadi ghir touriste machi li ghadi 3la 9bl khedma ana kan9alb la ma3lomat daba	neutral
1806	ma_train_01807	marhba bik ya mhamad fi baladak bs howa enta mamak li maghribiya wala babak	positive
3024	ma_train_03025	hnadaba chi lwahid limabghinahch nchofo hanan m3a lmohrij osafi hanan 3la rasna zwina driyfa mais m3a lkhrin	negative
3696	ma_train_03697	الجوندارم ف”بن الطيب” طيحو عصابة كتشفر ديور الجالية فإقليم الدريوش,	neutral
4849	ma_train_04850	العافية شعلات فمخيم الربيب فالسمارة و 4 تهزو للصبيطار فحالة خطيرة,	neutral
1619	ma_train_01620	بـلادي بـلاد فـنّــة نسمة من روح الجنّة'	positive
327	ma_train_00328	نحن نتديل الامم في كل شيء ولن نتقدم ابدا ما دمنا نحافظ على معتقدات وخرافات صحراء الحجاز منذ 1400 سنة ونحاول ان نطبقها في حياتنا اليومية في 2017، فيقو يا البشر راه الدين اللي كتدافعو عليه هو اكبر عدو لكم '	negative
1171	ma_train_01172	ولديكم المال لشراء مسلسلات تركيه تافهه جدا لا ادري كيف للمشاهد المغربي ان يقبل مشاهده تفاهه ركيكه بعيده جدا عن المجتمع المغربي'	negative
2920	ma_train_02921	الحكومة خدامة على تنظيم مهنة ليكَيد ديال التوريست.. ها تفاصيل المشروع اللي صادقات عليه فهاد الإطار,	neutral
3863	ma_train_03864	فلقاء مع تنسيقية الطلبة المغاربة اللي رجعو من أوكرانيا.. مضيان رئيس الفريق الاستقلالي: خاص الحكومة تضمن ليهم مستقبلهم الدراسي,	neutral
3183	ma_train_03184	تحية لي مدينة طنجة حي بني مكادة حي العرفان حي صدا حي العرفان من مدينة دخلة '	positive
3172	ma_train_03173	"ممكن اسي بن كيران تجي تضرب شي دورة فسلا مورا ولا مع العصر !""""""""""""""""'"	negative
1985	ma_train_01986	أول يوم دراسي لجمعية الأطباء النفسانيين فالشمال كان على الاستعمالات العلاجية للكيف اللي أصلا ماشي جديدة.. حضارات قديمة كانت كتداوي بالكيف وجا العلم ثبت هادشي,	neutral
1864	ma_train_01865	قضية إقالة رئيس شعبة القانون العام فجامعة فاس.. الأستاذ المرزكيوي عاود لـ”كَود” كيفاش تضررات حقوق الأساتذة والمشاكل البيداغوجية اللي غرقات فيها الشعبة,	neutral
4500	ma_train_04501	من النادر أن أجد نفسي في حالة وفاق مع كل نص أقرءه ولو على سبيل الديالكتك، لكن وصفت وشرحت الدماغ المغربي بدقة.'	positive
1893	ma_train_01894	جريمة القتل اللي قلبات مراكش فأول نهار درمضان.. “لابيجي” اعتقلات مول الفعلة,	neutral
3275	ma_train_03276	هذا استغلال !!'	negative
3672	ma_train_03673	إلياس العماري سينتصر	positive
2720	ma_train_02721	فاللهم صبراً على مالم نحط به خبراً'	negative
1592	ma_train_01593	كفاكم تمتيللا على الشعب المغلوب على امره نريد ملموسة فالمواطن داءما هو الضحية '	negative
2122	ma_train_02123	siri choufi a nissan show dial saad lamjarred f al oula 💃💃💃	neutral
3870	ma_train_03871	امة النون نستنكر ندين نشجب ثم نوافق'	negative
1194	ma_train_01195	فخر المغرب '	positive
935	ma_train_00936	sada9a 3allah jabti lia l bakya 😄😄😄 sinon le doc adoré ton physique 🤔	neutral
1219	ma_train_01220	hhhhhh 7it nti bayna katbani lihom hadok ra dima 7adyiin tag	neutral
2196	ma_train_02197	de rien hbiba kan9ol li f9albi ou f9alb lmgharba kamlin hna wahd 😘😘😘	positive
5103	ma_train_05104	تمسكوا بالقشرة واتركوا اللب لاسيادكم '	negative
4684	ma_train_04685	نتمناو التوفيق لابن كيران وحكومة ثانية ان شاء الله	positive
861	ma_train_00862	yallah ndiro chi hachtag zwin lhanane nfrho chwiya nsaw lf9ssa chwiya chkoun mtaf9	positive
642	ma_train_00643	lmohim matnsaych tchofi mawazine f tv w l3amal jay dyal claudia li fih ibtissam tahoa f tv ^^	neutral
4819	ma_train_04820	كتحمقني هاد لمدينة'	positive
1820	ma_train_01821	acho malki dart m3ak bazaf achno kanti bagha	neutral
4942	ma_train_04943	wa3 7aydoni mn lmanchn o dirolibghito	neutral
3247	ma_train_03248	يا ربي تلطف بنا الله يرحم الناس لي ماتوا و يصبر اهلهم .'	negative
1255	ma_train_01256	dayrin ki lqhab kayshab lihom ra kaydiro tchwiq ola maerft	neutral
1656	ma_train_01657	3lach katjawbo bhal had anwaa3 kifer3no ghir f social média hmdl libgha chi haja kil9aha	neutral
2624	ma_train_02625	sabho ✅3la khair 👁️li fan diawli ✅l3zaz ✅ ghdda inchallah✅ l parti 784 youtobe💖 abonur✅ kif ✅sbaht o✅ kolchi✅ lhmam🕊️ ki sbah ✅tahwa baido 💖✅ola✅ mazal ✅ n3asadddrari🛌	positive
2187	ma_train_02188	مندوبية التخطيط: الواردات تزادت بـ5,3 فالمية والصادرات بـ3,1 فالمية وها وضعية تمويل الاقتصاد الوطني,	neutral
2602	ma_train_02603	. انت فنان ياحبيبي'	positive
962	ma_train_00963	لتطوير الاستثمارات والمبادلات بين المغرب و الجابون.. جوج اتفاقيات تجارية تسيناو فشهر يناير دخلو دبا حيز التنفيذ,	neutral
1069	ma_train_01070	تا راها دازت. لا بيضة	neutral
4887	ma_train_04888	اعجبني'	positive
2519	ma_train_02520	و تجعل من الاستثناء قاعدة'	negative
4854	ma_train_04855	اودي اسكتوا انه سينبعث من رماده و سترون انه بن كيران وما ادراك ما بن كيران'	positive
5246	ma_train_05247	الحمد لله بﻻدنا كاملة فيها مناظر جميلة'	positive
908	ma_train_00909	تحقيقات الفرقة الوطنية فقضية مافيا العقار ف”ولاد الطيب” فضحات كلشي.. رجال سلطة وأعوانهم وحتى نواب الأراضي السلالية كانو عارفين التخلويض اللي نايض وها كيفاش كان رئيس الجماعة كيتوسط فعمليات إبرام عقود البيع والتنازل,	neutral
4516	ma_train_04517	الداكي: الأمن الدوائي رجع من أولويات الحكومات والأمن الغذائي ماعندو فايدة بلا صحة والدولة خاصها تكون قادرة على تأمين الدوايات الأساسية للمواطنين,	neutral
904	ma_train_00905	نسبة زراعة الخضرة ديال الربيع المسقية وصلات لـ62 فالمية من البرنامج المحدد من وزارة الفلاحة,	neutral
4658	ma_train_04659	hhhhhhhhhhhhh ty9téénii bsout ihaaab hh rah knt kandiir tskhinaat	neutral
114	ma_train_00115	j pense dakchi d charikat mohal tjawb 3lih nsswlo 3la hafalatha o aham haja tour o fo9ach ghada l uae	neutral
5430	ma_train_05431	أثمنة المواد الغذائية.. 98,1 فالمية من العائلات المغربية صرحو باللي تزادت فـ12 شهر اللخرة و76,9 فالمية كيشوفو أن هاد الوضع غادي يستامر,	neutral
1209	ma_train_01210	المكتب الوطني المغربي للسياحة والكونفدرالية الوطنية سيناو على اتفاق مشترك لتطوير القطاع لمواكبة المنافسة الدولية وإنعاش السياحة الداخلية,	neutral
2379	ma_train_02380	exactement 😅😅 7ta galte li noud 3la slamtek	neutral
5297	ma_train_05298	اشمن دعم حنى بغينا التشغيل الي منعو علينا او رخصو لبنتو الي وظفها في الامانة العامة للحكومة	negative
1479	ma_train_01480	ya akhi hadak wjhak wla gfak kont na7tarmk lyoma ta7ti mn nadari ya3ni ba3d kol hada watara anna taraji yasta7i9 al kass f you	negative
905	ma_train_00906	chd l bus n 4 y7tk f 2 mars w ched taxi byd mn salonique	neutral
5183	ma_train_05184	السياحة ماشي غير واكلة الدق… تهرب ضريبي واوطيلات كيخرجو الدوفيز لبرا بلا مراقبة والفوضى دخلات للوكالات السياحية,	neutral
889	ma_train_00890	إسبانيا كشفات حقيقة فتح المعابر الحدودية نهار 7 أبريل الجاي وهاشنو قررات وزارة الداخلية ديالهم,	neutral
2581	ma_train_02582	الجمال الفتان الذي أبدعه الله في خلقه فهيا لنزوره لكي نعشقه. '	positive
4003	ma_train_04004	mazal ma 3reft fin 7tafl b 3id miladi wach fl salón fl bathroom awla f la cuisine	neutral
5506	ma_train_05507	والأحرار من أبناء المغرب الحبيب كلهم معى الإصلاح والتغير  بقيادة المصباح	positive
372	ma_train_00373	الكَيرا فأوكرانيا.. دول غربية كتوجد لعقوبات جديدة على موسكو بسباب ارتكاب جرائم حرب فبوتشا والرئيس الأوكراني للعالم: عاونونا باش ما كان,	neutral
3404	ma_train_03405	على الملفات الاجتماعية فالقطاع الفلاحي.. لقاء بين الوزير السكوري والكونفدرالية المغربية للفلاحة والتنمية القروية,	neutral
3424	ma_train_03425	السكان ديال لوراق ولا مرون الوقت ومخربق مؤسسات مالية.. تعبئة وتشدد فالإجراءات بعد فضيحة البرلماني البابور كان الغرض منها التصدي لهاد الجرائم ولكن تسببات فمشاكل أكبر,	neutral
1516	ma_train_01517	مغربنا للأسف كل شيء فيه فوضوي، '	negative
1203	ma_train_01204	في ذلك البلد الذي يقدر قيمة الانسان'	positive
2069	ma_train_02070	nta machi rajl maswti lsouka	negative
2078	ma_train_02079	تأجيل محاكمة نائب عمدة مراكش المعتقل بتهمة “النصب” لإعادة استدعاء واحد من المتهمين,	neutral
4196	ma_train_04197	الشاون كولها الرااعة'	positive
2884	ma_train_02885	كين غير صحاب مصليح الشخصية'	negative
1931	ma_train_01932	وضعية محاكم كازا والرباط أمام السلطة القضائية.. ها تفاصيل اجتماع بين عبد النباوي والداكي بحضور وزير العدل,	neutral
2576	ma_train_02577	“إل اسبانيول” : ها علاش المغرب كيشكل تهديد عسكري لإسبانيا,	neutral
2487	ma_train_02488	ntmna ya rab twf9i o ytnwer derbek o y3tik 3la 9ed nytek tayba	positive
4999	ma_train_05000	merci bzef 3la klamak zwin f 7a9i wakha rah bzef 3liyaana ghi ila 3ziz 3liya chi wa7d tand3mo bjahd o ntlbo lah lahla yi7achamna	positive
3144	ma_train_03145	khti hiya makadir waloo chno dnbha lakan 3ziz 3liha wktgls m3ah yak galo liha diri hodod darthom had fans fitna	negative
4118	ma_train_04119	ثوره كذابه'	negative
2463	ma_train_02464	الموت لبنكيران	negative
3897	ma_train_03898	وزارة التربية الوطنية: تعليم الأطفال اللي واصلين للعمر ديال القراية إلزامي وعملية التسجيلات الجديدة راها بدات,	neutral
3211	ma_train_03212	شعب امريكا عنصري وبربري مهما وصلوا من تقدم ولا ننسى كيف استعبدوا الافريقية مئات السنين '	negative
2575	ma_train_02576	hhhhh iwa rakant ghir tisskatiya mzawra 3tini tweeter dyalha nchouf ila nssahbat lay3awnha	negative
1546	ma_train_01547	بعدما تنصب الأمن الوطني طرف مدني ضدهم.. محكمة بنكَرير غتناقش اليوم ملف معتقلي “المدينة الخضرا”,	neutral
1993	ma_train_01994	ach dkhl lmaghariba f had tafahat	negative
1579	ma_train_01580	تقرير : سلاح الجو المغربي قريب يتسلم من الإمارات الدفعة الأولى من طائرات ميراج 2000-9,	neutral
3517	ma_train_03518	masach nhar 9alo wa9ila maghadach l lobnane ach darouu o homa ba9in mamakdiinch	neutral
4927	ma_train_04928	la talbo bi oghniyat jbal rif ahssan man maghribiya wa aftakhir	positive
3057	ma_train_03058	مؤشر الإرهاب العالمي 2022.. المغرب هو البلد الأكثر أمانا فالمغرب العربي,	neutral
5462	ma_train_05463	إنه أسد شامخ رغما عن أنف الحاقدين وسيبقى دائما أسطورة في تاريخ كرة القدم.وكلنا نعرف التلاعبات التي تقع في مغربنا الحبيب...!'	positive
194	ma_train_00195	daba nti mghribya bezaf 3lik akhti tgouliha wakha bdehk o had lmra bagha tm3ch9i f habib l9alb diriha mais b3id 3la hanane ok	negative
4992	ma_train_04993	لا حقيقة في السياسة، الكل يلعب دور الذئب	negative
1795	ma_train_01796	kat7lab f swa3da o missryin bach i3tiwha chi sahra tjma3 ryalat	negative
5568	ma_train_05569	منعطف جديد فخطاب مارين لوبان على التشدد الإسلامي : الحجاب “مشكلة معقدة” ومشروع الحظر غادي يتطرح للنقاش فالجمعية الوطنية,	neutral
3276	ma_train_03277	فاجتماع المجلس الإداري ديال المركز الجهوي للاستثمار فجهة بني ملال.. تعبئة لتشجيع صحاب المشاريع والمقاولات فالمنطقة وها التفاصيل,	neutral
1524	ma_train_01525	ana wahd sahbi makanch 3endo pc kan dima kiji 3andi bach ihder m3a wahd deria hta tsa7bo 3ad 3tani tissa3 hhhhhhhhhh	neutral
5494	ma_train_05495	كيف الحال يا الحبان ، الاغنية الجديدة شاغلاني شوية لكن دائما أنتم في القلب وفالبال يا جمهور مالو مثيل'	positive
4609	ma_train_04610	انها سياسات المرتدين سلمان وابنه لارضاء ولي امرهم الصليبي النجس ترامب على حساب مقدساتنا والله لو طلب منهم الكعبه ومسجد النبي مقابل بقائهم في الحكم لفعلوها عليهم لعنة اللهجنه'	negative
2596	ma_train_02597	les amies chi wa7d sakn f benjdia ici	neutral
975	ma_train_00976	هل توصلتم بالإستدعاء عن طريق البريد ؟ لم يصلني أي شيء مع ان إسمي موجود في لائحة ،،'	positive
3108	ma_train_03109	تحية نضالية للدكتورة نبيلة منيب	positive
4404	ma_train_04405	المعارضة ناضت لوزير التعليم العالي: كيفاش لغيتي مشاريع جامعية ترصدت ليها الملايير والوعاء العقاري تحت إشراف الداخلية,	neutral
3076	ma_train_03077	فاليوم العالمي لمحاربة الملاريا.. وزارة الصحة كتحذر من إمكانية رجوع هاد المرض لبلادنا وكتوصي على الفحص المبكر,	neutral
2289	ma_train_02290	تقرير إسباني : سدان الحدود أثر سلبيا على العمالة المنزلية فمليلية بنسبة 80 في المية,	neutral
2806	ma_train_02807	no mais f had pic kat ban 3lih dik 30ans dyalo no 🤣🤣🤣 xiuxiu besseha l wine 7na kan cherbo ghir lwiza bébé	neutral
2347	ma_train_02348	la 7awla wla 9owata illa billahi l3aliyi l3adeim ma hada lmostawa li wassalna lih	negative
5483	ma_train_05484	في العالم العربي دائمآ وخاصة سوريا وفلسطين واليمن ....... يموت من لا يستحق الموت على يد من لا يستحق الحياة'	negative
1471	ma_train_01472	مزال صغير على فريق كالريال مدريد شوف غير الحركة الرياضية ديالو ههه'	negative
1145	ma_train_01146	inchaalah ana mn jihti tayhemoni ghir wlad bladi ama taba9i y3omo fbherhom	positive
3488	ma_train_03489	wsalan ba3da trend maghribi kano chi tiskatyin 5adamin m3aya mohim mnin yt7ali insta 7it tabloqa ra 5dam fih	neutral
3018	ma_train_03019	تباركل جتي واعر انت ديما واعر الله ينور طريقك بحال قلبك واخلاقك وجهك'	positive
2252	ma_train_02253	matwan ana maghribiya obahin sotak sir lah ighbar lik che9af plz ihtarim hanan khalik habob hta ndal nhibak	negative
1334	ma_train_01335	حزب النذالة والتعمية مصيره هو مزلة التاريخ.'	positive
554	ma_train_00555	روعة يترب تخليلينا بلادنا'	positive
589	ma_train_00590	إنما هي عزيمة وارادة '	positive
3875	ma_train_03876	ah rah tatkon mobachir wa9ila madwzohach 3la wd dakchi ta3 tantan ana chft salma rachid	neutral
1128	ma_train_01129	lyom salit my duties bkri nmchi n3ss ta y9rb ybda l match	neutral
1019	ma_train_01020	ذا أردنا القدس وفلسطين فلا بد لنا من صلاح الدين آخر.'	negative
2023	ma_train_02024	whd bnt 9atli hhadak mahi 3alami mais hada oui	neutral
4105	ma_train_04106	khassek tkouni dkiya lache hadik alhadra dyal idalaa ya kaydhom wach bara tharbi nssay les haters wdiha fi ton job w tes fan	negative
2079	ma_train_02080	عدد مقترحات القوانين اللي قدموها الفرق البرلمانية وصلات لـ72 مقترح ومنها 60 مزال كيتدارسوها اللجان,	neutral
838	ma_train_00839	تقرير اقتصادي : المغرب مرشح باش يعوض أوكرانيا فصناعة الكابلات ديال الطوموبيلات اللي بالضو,	neutral
2622	ma_train_02623	“بوديموس” الإسباني قدم مشروع قانون لـ”الكونگريسو” خاص بتجنيس اللي تولدو فالصحرا قبل 1976,	neutral
3011	ma_train_03012	ساصوت لنبيلة منيب .. حزب اليسار الديموقراطي	positive
3385	ma_train_03386	wadima hagrinnn lmgharba wa bzaaaaaaaaaaaaf hadchi 3la l3onssoria	negative
1733	ma_train_01734	kon ghir tgals m3a wld bladha khir liha man dak ihab kaybghiha otaykhaf 3liha owld bladha othdar m3ah mghribi	neutral
245	ma_train_00246	لجنة العدل والتشريع مدافعة على الحريات الفردية: خاص تعزيزها وحمايتها باش يكون مناخ الثقة,	neutral
885	ma_train_00886	حزب التراكتور الخمر والحشيش.. حزب الإتحاد الإشتراكي تحريف القرأن الكريم..حزب الإستقلال القمع والإستحمار والإستبغال.. فمادة تختار اخي الامي...	negative
5000	ma_train_05001	rah kiw9a3 ghir diri actualiser ghaykhdeem	neutral
285	ma_train_00286	svp imkan n3arfo mnak imta ghadouz had l7al9a	neutral
768	ma_train_00769	ارتفاع الأسعار.. أخنوش فالبرلمان باش يشرح فين غاديا الوقت والمعارضة كتشكا من غياب الوزراء,	neutral
1307	ma_train_01308	hamdolilah et toi saraha bakimalkit stage hwa li mbrztnii ohamdolilah rmdan zwin ontii	positive
1347	ma_train_01348	الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية'	positive
2548	ma_train_02549	مدينة مهمشة ليس لاهاليها الحق في التعبير عن رفضهم لمظاهر القهر'	negative
1257	ma_train_01258	fsara7a ma3rftch wach yt7asbo but ok njerbo lyoum	neutral
5431	ma_train_05432	nmout fik habibi ou nahma9 3lik a wald bladi dima lfou9e nchaalah nta ou hanouna raniw liya akil	positive
4172	ma_train_04173	9alou nass zman nyad békri bédhab méchri w hadchi kollo laaach 7itlyoum	positive
707	ma_train_00708	العقوبة ليك يا المشموت و لكل ظالم فهاد البلاد اللي كرهتونا فيها. '	negative
682	ma_train_00683	bhal lwalida fach knt ba9i sghir kanmchi l7emam m3a lwalid kant katgol lia matkhelich lkessal i9areb lik 😂😂	neutral
5363	ma_train_05364	sm7i li daba nmchi nechri ticket dyal mawazine w dyal tour li f leurope dyal ibtissam mli nerja3 nel9ak zedtini akhbar ok	neutral
2504	ma_train_02505	الخيار الوحيد هو القوة وفرض الامر الواقع...لاحظوا مافعلت اسبانيا بالكاطلان والعراق مع الاكراد ووو الى متى سنظل مكتوفي اليد وانتظار اعترافات وحلفاء؟؟؟الصحراء صحراء كل المغاربة قبل الملك والاحزاب.'	positive
5161	ma_train_05162	حتا اغيرو العقلية ديالهم بعدا.هاد ابليس العماري راه من علامات الساعة.ماعارف حتا اهضر اوباغي اتولى شؤون ومصالح امة ديال البشر	negative
1010	ma_train_01011	لا لا نريدك مع المنتخب المغربي فما لدينا يكفينا و زيادة. أنت اخترت و انتهى الأمر '	negative
2750	ma_train_02751	عندما أرى مثل هذه الصور. ......أشعر بتقصير كبير اتجاه المجتمع الإنساني من حولي.'	negative
1945	ma_train_01946	spoil dyal bssah rah msehto tkt xd	neutral
993	ma_train_00994	ana mabghitch ndou9 bghit nakol onghamas hhhh	neutral
165	ma_train_00166	شخصيا لا ارى اي منظر خلاب كل ما يظهر قلة التنظيم و عشوائية المكان. اناس همهم هو الربح و الجودة و النظافة في خبر كان. بعض الثلوج فوق التراب في منطقة منكوبة '	negative
3657	ma_train_03658	نبيلة منيب هي الامل	positive
353	ma_train_00354	فهاد الوقت با الدات مكاين غير بنكيران وعنصوت على العدالة والتنمية	positive
4640	ma_train_04641	مسرحية تافهة و حقيرة المراد منها اثارة انتباه الناس لاغير '	negative
5418	ma_train_05419	مجلس الشامي انتاقد وزارة بنسعيد: خاص استكمال عمليات جرد تراثنا الثقافي اللي أصلا مهدد واعتماد استراتيجية وطنية لحمايتو,	neutral
2729	ma_train_02730	نطلب من صاحب الجلالة الملك محمد السادس ان يتدخل كما عودنا وينقد هذه الفتاة	positive
5477	ma_train_05478	ina jarida hadchi ana ba3da kanbghi nchofo maknl9ach hhh	negative
3968	ma_train_03969	اعجبتوني بفخر المغرب ماشي بحال شي قوم كايقولو فخر العرب'	positive
1940	ma_train_01941	تحليل منطقي و يدل على أنك على دراية و معرفة واسعة بكرة القدم، فانا بدوري اشاطرك الرأي'	positive
2522	ma_train_02523	انا لله و انا اليه راجعون لله ما أعطى و له ما أخد ، اللهم ارحمه و ارزق أهله الصبر و السلوان	neutral
916	ma_train_00917	إن شاء الله وﻻية ثانية لﻷستاذ بنكيران،إنشاء الله الصحف و  قنوات المراحيض إلى مزبلة التاريخ	positive
1365	ma_train_01366	تقرير : شركة صبليونية غادي تكلف بصيانة الشطر المغربي من خط أنابيب “ميدگاز”,	neutral
23	ma_train_00024	ان لله وان اليه راجعون ولا حول ولاقوة الابالله العلي العظيم'	negative
2344	ma_train_02345	نريد الدكتورة نبيلة منيب رئيسة للحكومة	positive
4730	ma_train_04731	o fin hiya sbah khir ga3ma 9oltiha hhh	neutral
1478	ma_train_01479	ouiiiiii rak rir chhal ma dkhalti l twitter tbedelt 3lk hhh	neutral
5353	ma_train_05354	ربنا يوفقك يا سعد'	positive
295	ma_train_00296	sweli la polonaise welahita katmsah	neutral
40	ma_train_00041	يالمذلولا الذل لي راكم عايشين فيه يكفيكم وزيادة اصبحتم أضحوكة العالم'	negative
1710	ma_train_01711	لعنة الله على آل سعود ابناء اليهود ..'	negative
3884	ma_train_03885	كل هذه المشاكل يتسبب فيها المواطن الفاسد، الذي لا يحترم قانون البناء في المدن'	negative
1952	ma_train_01953	sah hanan ljazayriyin yhabouha fans souhaila wlad bladna lmgharba li kaysabouha machi dzayriyin ou chokran lhobkom	positive
1206	ma_train_01207	achno daro tani wlad l7ram	neutral
673	ma_train_00674	wayiih asslan ana ma3andiich m3aha wlkin hna ghanbano khaybiin	negative
746	ma_train_00747	علاش حالات الإصابة كاينقصو ف هاد التوزيع ،البارح كانت جهة مراكش-اسفي :212 دبا ولات 202 جهة الدار البيضاء-سطات كانت 339 دبا ولات 332 جهة الرباط كانت 187 دبا ولات 186 🤨🤨🤔	negative
1290	ma_train_01291	مذكرة حطاتها نقابة موخاريق لرئيس الحكومة قبل فاتح ماي.. كتطالب بزيادة 1000 درهم فصاليرات الموظفين والرفع من السميكَ فالقطاع العام لـ4000 درهم,	neutral
4492	ma_train_04493	ihab t as un grand public bravo mais stp stp hadro maghribia ra kolchi baghik thadro b darijtna w 7na m3akomm	positive
2392	ma_train_02393	السلام عليكم  سيدي رئس حكومة نعم الرجل النيزه  الدي صدق  وعد  كل مناهج في صندوق الدعم التماسك الاجتماعي كلها جيد في خلال عرقلة نصار لشئم لصناديق التقاعد متمثلين في نقابات  لكن هيهات أنا جد متفائلة من فوزك على حكومة سوف أضل أدعمك حتى النهاية واصل ليهمك شيء الشعب يحبك جدا ياعميد مرجعيات الدينية في المعرب  ياوجه الخير على الشعب المعربي'	positive
1611	ma_train_01612	احترافية فالتصوير بتبات وتنسيق جميل جدا للفيديو انيق حبيت موفقة ❤﻿ ﻿'	positive
693	ma_train_00694	tali9 ila bisadara tiksatttttttttttttttttttt ibtissam	positive
